"","Count","Words"
"wants to make",153,"wants to make"
"had to wait",153,"had to wait"
"i will continue",153,"i will continue"
"the media and",153,"the media and"
"the phone and",153,"the phone and"
"to do as",153,"to do as"
"have been better",153,"have been better"
"you see that",153,"you see that"
"like so many",153,"like so many"
"along the lines",153,"along the lines"
"this is probably",153,"this is probably"
"to search for",153,"to search for"
"my dad and",153,"my dad and"
"wait for a",153,"wait for a"
"more to do",153,"more to do"
"many of his",153,"many of his"
"of a single",153,"of a single"
"but he doesn't",153,"but he doesn't"
"when there are",153,"when there are"
"my phone is",153,"my phone is"
"has made it",153,"has made it"
"a can of",153,"a can of"
"also need to",153,"also need to"
"sign of the",153,"sign of the"
"provided by the",153,"provided by the"
"lunch and dinner",153,"lunch and dinner"
"it is on",153,"it is on"
"the week before",153,"the week before"
"in two years",153,"in two years"
"is not something",153,"is not something"
"you name it",153,"you name it"
"the same things",153,"the same things"
"out of business",153,"out of business"
"just do it",153,"just do it"
"on the tv",153,"on the tv"
"people who want",153,"people who want"
"i should go",153,"i should go"
"are a bit",153,"are a bit"
"he says the",153,"he says the"
"for four years",153,"for four years"
"to read about",153,"to read about"
"is possible to",153,"is possible to"
"do it with",153,"do it with"
"life and i",153,"life and i"
"first time this",153,"first time this"
"to produce a",153,"to produce a"
"they had the",153,"they had the"
"we had an",153,"we had an"
"the lord and",153,"the lord and"
"is a problem",153,"is a problem"
"remain in the",153,"remain in the"
"my friends are",153,"my friends are"
"a story that",153,"a story that"
"going in the",153,"going in the"
"in a box",153,"in a box"
"we'll see how",153,"we'll see how"
"a week later",153,"a week later"
"for my family",153,"for my family"
"next two years",153,"next two years"
"country in the",153,"country in the"
"museum of art",153,"museum of art"
"at p.m at",153,"at p.m at"
"the authority to",153,"the authority to"
"what if you",153,"what if you"
"every day for",153,"every day for"
"the united kingdom",153,"the united kingdom"
"i am more",153,"i am more"
"that with the",153,"that with the"
"anyone have any",153,"anyone have any"
"sounds like the",153,"sounds like the"
"vice president for",153,"vice president for"
"los angeles county",153,"los angeles county"
"you can come",152,"you can come"
"talking to the",152,"talking to the"
"and cook for",152,"and cook for"
"come to me",152,"come to me"
"call it the",152,"call it the"
"had planned to",152,"had planned to"
"them with the",152,"them with the"
"i take it",152,"i take it"
"use it as",152,"use it as"
"late at night",152,"late at night"
"contrast to the",152,"contrast to the"
"i'm hoping to",152,"i'm hoping to"
"her to be",152,"her to be"
"is at least",152,"is at least"
"these days i",152,"these days i"
"to call me",152,"to call me"
"past five years",152,"past five years"
"let me just",152,"let me just"
"a while now",152,"a while now"
"to match the",152,"to match the"
"of a very",152,"of a very"
"waiting to see",152,"waiting to see"
"there are those",152,"there are those"
"in the time",152,"in the time"
"was due to",152,"was due to"
"the show was",152,"the show was"
"i am feeling",152,"i am feeling"
"i did this",152,"i did this"
"does have a",152,"does have a"
"had the pleasure",152,"had the pleasure"
"a measure of",152,"a measure of"
"to get people",152,"to get people"
"and what it",152,"and what it"
"please feel free",152,"please feel free"
"was looking at",152,"was looking at"
"and members of",152,"and members of"
"serves as a",152,"serves as a"
"well i think",152,"well i think"
"i wish that",152,"i wish that"
"you you are",152,"you you are"
"is interested in",152,"is interested in"
"the shit out",152,"the shit out"
"it with my",152,"it with my"
"his head and",152,"his head and"
"did i just",152,"did i just"
"i end up",152,"i end up"
"love you more",152,"love you more"
"to read this",152,"to read this"
"wonder how many",152,"wonder how many"
"i am about",152,"i am about"
"have already been",152,"have already been"
"make a living",152,"make a living"
"it was clear",152,"it was clear"
"came into the",152,"came into the"
"it wasn't for",152,"it wasn't for"
"that's what you",152,"that's what you"
"that made it",152,"that made it"
"know more about",152,"know more about"
"i've been on",152,"i've been on"
"last season and",152,"last season and"
"until it is",152,"until it is"
"the pursuit of",152,"the pursuit of"
"things that you",152,"things that you"
"heading into the",152,"heading into the"
"goal was to",152,"goal was to"
"he has done",152,"he has done"
"wanted to give",152,"wanted to give"
"how they are",152,"how they are"
"in a movie",152,"in a movie"
"start to finish",152,"start to finish"
"was worth it",152,"was worth it"
"on how the",152,"on how the"
"that he wanted",152,"that he wanted"
"worked on the",152,"worked on the"
"not only a",152,"not only a"
"what happens in",152,"what happens in"
"i'm listening to",152,"i'm listening to"
"about what they",152,"about what they"
"on the corner",152,"on the corner"
"matter what the",152,"matter what the"
"i need my",152,"i need my"
"play for the",152,"play for the"
"been out of",152,"been out of"
"when you know",152,"when you know"
"friends of the",152,"friends of the"
"he said you",152,"he said you"
"the last six",152,"the last six"
"i just know",152,"i just know"
"i want is",152,"i want is"
"to p.m at",152,"to p.m at"
"you last night",152,"you last night"
"to see u",152,"to see u"
"until i was",151,"until i was"
"mentioned in the",151,"mentioned in the"
"is very much",151,"is very much"
"year and i",151,"year and i"
"more on that",151,"more on that"
"and now that",151,"and now that"
"to the way",151,"to the way"
"to ask the",151,"to ask the"
"we were at",151,"we were at"
"to learn and",151,"to learn and"
"the us and",151,"the us and"
"i think your",151,"i think your"
"be open to",151,"be open to"
"and give it",151,"and give it"
"first week of",151,"first week of"
"to pull the",151,"to pull the"
"be in my",151,"be in my"
"on the page",151,"on the page"
"to come from",151,"to come from"
"them on a",151,"them on a"
"it can also",151,"it can also"
"i had one",151,"i had one"
"of the morning",151,"of the morning"
"hit in the",151,"hit in the"
"during the season",151,"during the season"
"her and she",151,"her and she"
"as i mentioned",151,"as i mentioned"
"that's where the",151,"that's where the"
"the world around",151,"the world around"
"to check on",151,"to check on"
"pick me up",151,"pick me up"
"there were many",151,"there were many"
"and plenty of",151,"and plenty of"
"in between the",151,"in between the"
"length of the",151,"length of the"
"we tend to",151,"we tend to"
"is a gift",151,"is a gift"
"and is not",151,"and is not"
"did have a",151,"did have a"
"than i was",151,"than i was"
"the door for",151,"the door for"
"he can get",151,"he can get"
"you with the",151,"you with the"
"but not all",151,"but not all"
"to the court",151,"to the court"
"talking to me",151,"talking to me"
"to me so",151,"to me so"
"in the quarter",151,"in the quarter"
"now if you",151,"now if you"
"even as the",151,"even as the"
"has given me",151,"has given me"
"tell you i",151,"tell you i"
"know i love",151,"know i love"
"report on the",151,"report on the"
"careful not to",151,"careful not to"
"all the right",151,"all the right"
"a completely different",151,"a completely different"
"results of the",151,"results of the"
"lot of my",151,"lot of my"
"you could say",151,"you could say"
"agree with the",151,"agree with the"
"bottle of wine",151,"bottle of wine"
"have to stay",151,"have to stay"
"on the water",151,"on the water"
"of an old",151,"of an old"
"a few miles",151,"a few miles"
"if they could",151,"if they could"
"a few hundred",151,"a few hundred"
"fact that you",151,"fact that you"
"looking like a",151,"looking like a"
"was the second",151,"was the second"
"say they have",151,"say they have"
"of the area",151,"of the area"
"the case is",151,"the case is"
"us on facebook",151,"us on facebook"
"a different way",151,"a different way"
"it was easy",151,"it was easy"
"to know where",151,"to know where"
"was arrested in",151,"was arrested in"
"it was and",151,"it was and"
"money from the",151,"money from the"
"is such an",151,"is such an"
"in advance of",151,"in advance of"
"we'll see you",151,"we'll see you"
"had an awesome",151,"had an awesome"
"the game at",151,"the game at"
"what you say",151,"what you say"
"the east side",151,"the east side"
"i'll be at",151,"i'll be at"
"in the state's",151,"in the state's"
"g carbohydrate g",151,"g carbohydrate g"
"a written statement",151,"a written statement"
"how r u",151,"how r u"
"role of the",150,"role of the"
"more information on",150,"more information on"
"the past but",150,"the past but"
"he is now",150,"he is now"
"and to make",150,"and to make"
"try it out",150,"try it out"
"are still in",150,"are still in"
"just thinking about",150,"just thinking about"
"do about it",150,"do about it"
"him and i",150,"him and i"
"i got out",150,"i got out"
"have been there",150,"have been there"
"knew that i",150,"knew that i"
"and if he",150,"and if he"
"of this and",150,"of this and"
"point is that",150,"point is that"
"hang in there",150,"hang in there"
"a second time",150,"a second time"
"in the town",150,"in the town"
"my goal is",150,"my goal is"
"for me at",150,"for me at"
"not because of",150,"not because of"
"of the sea",150,"of the sea"
"took advantage of",150,"took advantage of"
"to be really",150,"to be really"
"did not see",150,"did not see"
"he made the",150,"he made the"
"of the store",150,"of the store"
"she was born",150,"she was born"
"of the us",150,"of the us"
"it's funny how",150,"it's funny how"
"as the only",150,"as the only"
"told him i",150,"told him i"
"those who want",150,"those who want"
"any other way",150,"any other way"
"are better than",150,"are better than"
"line in the",150,"line in the"
"the stage for",150,"the stage for"
"when i'm not",150,"when i'm not"
"and here is",150,"and here is"
"the actions of",150,"the actions of"
"back to their",150,"back to their"
"and you should",150,"and you should"
"really like to",150,"really like to"
"hard to make",150,"hard to make"
"the nation's largest",150,"the nation's largest"
"was the perfect",150,"was the perfect"
"i suppose i",150,"i suppose i"
"i put it",150,"i put it"
"feel that way",150,"feel that way"
"in this year's",150,"in this year's"
"it is worth",150,"it is worth"
"you're not a",150,"you're not a"
"to maintain the",150,"to maintain the"
"to the music",150,"to the music"
"of so many",150,"of so many"
